file_path,start_time,end_time,label,is_augmented,aug_type,original_file
dataset\augmented\อารมณ์แบบว่างี้ป้ะ_เหี้ย_694_nan.wav,0.0,0.4216875,เหี้ย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อารมณ์แบบว่างี้ป้ะ.wav
dataset\augmented\อาทโดนFBI_none_695_nan.wav,0.0,8.84575,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อาทโดนFBI.wav
dataset\augmented\รถติดบนทางด่วน_หี_696_medium.wav,0.0,0.1573125,หี,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\รถติดบนทางด่วน.wav
dataset\augmented\ฮัลโหลๆ ได้ยินที่กูพูดป่าวไอดิฟ_none_697_nan.wav,0.0,2.637375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ฮัลโหลๆ ได้ยินที่กูพูดป่าวไอดิฟ.wav
dataset\augmented\อารมณ์แบบว่างี้ป้ะ_เหี้ย_698_nan.wav,0.0,0.2154375,เหี้ย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อารมณ์แบบว่างี้ป้ะ.wav
dataset\augmented\โอ๊ย เย็ดแม่ เจ็บชิบหาย_none_699_nan.wav,0.0,0.817875,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\โอ๊ย เย็ดแม่ เจ็บชิบหาย.wav
dataset\augmented\เย็ดแม่ มึงไม่แคร์อะไรเลยใช่ไหมอ่ะ_none_700_nan.wav,0.0,0.2614375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เย็ดแม่ มึงไม่แคร์อะไรเลยใช่ไหมอ่ะ.wav
dataset\augmented\เลสเบี้ยน_none_701_nan.wav,0.0,1.0373125,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เลสเบี้ยน.wav
dataset\augmented\ชีสเหม็น_none_702_nan.wav,0.0,0.8524375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ชีสเหม็น.wav
dataset\augmented\ชีสเหม็น_แตด_703_heavy.wav,0.0,0.2910625,แตด,True,heavy,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ชีสเหม็น.wav
dataset\augmented\เดินตกท่อ_none_704_nan.wav,0.0,3.5453125,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เดินตกท่อ.wav
dataset\augmented\พูดจาไม่มีสาระเหมือนสวะลอยน้ำไปวัน ๆ_สวะ_705_medium.wav,0.0,0.224625,สวะ,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\พูดจาไม่มีสาระเหมือนสวะลอยน้ำไปวัน ๆ.wav
dataset\augmented\Janพูดถึงอาท_เย็ด_706_nan.wav,0.0,0.1128125,เย็ด,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\Janพูดถึงอาท.wav
dataset\augmented\นี่มันจะเกินไปแล้วนะไอเย็ดแม่_เย็ด_707_nan.wav,0.0,0.1026875,เย็ด,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\นี่มันจะเกินไปแล้วนะไอเย็ดแม่.wav
dataset\augmented\ควย (โบท)_ควย_708_nan.wav,0.0,1.75,ควย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\single\ควย\ควย (โบท).wav
dataset\augmented\เช้านี้สดใส_เหี้ย_709_nan.wav,0.0,0.33925,เหี้ย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เช้านี้สดใส.wav
dataset\augmented\พูดจาไม่มีสาระเหมือนสวะลอยน้ำไปวัน ๆ_none_710_light_none.wav,0.0,2.4398125,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\พูดจาไม่มีสาระเหมือนสวะลอยน้ำไปวัน ๆ.wav
dataset\augmented\ป้าๆก๋วยเตี๋ยวถุงนึง_none_711_nan.wav,0.0,1.0055,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ป้าๆก๋วยเตี๋ยวถุงนึง.wav
dataset\augmented\คนดีห้ามเพื่อน_none_712_nan.wav,0.0,1.006375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\คนดีห้ามเพื่อน.wav
dataset\augmented\ชีสเหม็น_เหี้ย_713_light.wav,0.0,0.47975,เหี้ย,True,light,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ชีสเหม็น.wav
dataset\augmented\ป้าๆก๋วยเตี๋ยวถุงนึง_none_714_nan.wav,0.0,5.6639375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ป้าๆก๋วยเตี๋ยวถุงนึง.wav
dataset\augmented\นิสัยควยๆแบบนี้_มึง_715_nan.wav,0.0,0.1140625,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\นิสัยควยๆแบบนี้.wav
dataset\augmented\เดินตกท่อ_none_716_nan.wav,0.0,1.10375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เดินตกท่อ.wav
dataset\augmented\ดูถูกหีไม่มีวันเจริญ_แตด_717_heavy.wav,0.0,0.19975,แตด,True,heavy,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ดูถูกหีไม่มีวันเจริญ.wav
dataset\augmented\อาทโดนFBI_none_718_nan.wav,0.0,9.198625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อาทโดนFBI.wav
dataset\augmented\หีหอมพ่อง_ควย_719_nan.wav,0.0,0.21925,ควย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\หีหอมพ่อง.wav
dataset\augmented\คือมึงไม่ฉลาดหรอวะ_none_720_nan.wav,0.0,0.205625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\คือมึงไม่ฉลาดหรอวะ.wav
dataset\augmented\ป้าๆก๋วยเตี๋ยวถุงนึง_none_721_nan.wav,0.0,2.2441875,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ป้าๆก๋วยเตี๋ยวถุงนึง.wav
dataset\augmented\หยุดทำแบบนี้ซะทีดิ๊ เย็ดแม่_none_722_nan.wav,0.0,1.2095625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\หยุดทำแบบนี้ซะทีดิ๊ เย็ดแม่.wav
dataset\augmented\เอ๊ย เป็นเหี้ยไรวะกูถามจริง_none_723_light_none.wav,0.0,0.2055,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav
dataset\augmented\ป้าๆก๋วยเตี๋ยวถุงนึง_none_724_light_none.wav,0.0,2.612875,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ป้าๆก๋วยเตี๋ยวถุงนึง.wav
dataset\augmented\ค่ายเหี้ย2_เหี้ย_725_nan.wav,0.0,0.200625,เหี้ย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\ค่ายเหี้ย2.wav
dataset\augmented\อย่าฟังความข้างเดียวสิ กูน่ะบอกอยู่เสมอแล้วว่ากูเป็นคนดี_none_726_light_none.wav,0.0,1.414875,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อย่าฟังความข้างเดียวสิ กูน่ะบอกอยู่เสมอแล้วว่ากูเป็นคนดี.wav
dataset\augmented\แตด (เบลล์)_แตด_727_heavy.wav,0.0,1.86,แตด,True,heavy,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\single\แตด\แตด (เบลล์).wav
dataset\augmented\เย็ดแม่ ทนไม่ไหวแล้วจริงๆนะ_เย็ด_728_medium.wav,0.0,0.1161875,เย็ด,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เย็ดแม่ ทนไม่ไหวแล้วจริงๆนะ.wav
dataset\augmented\โต้งไล่หมา_none_729_nan.wav,0.0,2.412125,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\โต้งไล่หมา.wav
dataset\augmented\บิวพูดเหี้ย_เหี้ย_730_nan.wav,0.0,0.6536875,เหี้ย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\บิวพูดเหี้ย.wav
dataset\augmented\ฮื่อ มึง ก็มันรักเขาไปแล้วอ่ะ_none_731_nan.wav,0.0,1.930375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\ฮื่อ มึง ก็มันรักเขาไปแล้วอ่ะ.wav
dataset\augmented\อั้มด่าแหลก_none_732_nan.wav,0.0,0.351875,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อั้มด่าแหลก.wav
dataset\augmented\ค่ายเหี้ย_แตด_733_nan.wav,0.0,0.157,แตด,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\ค่ายเหี้ย.wav
dataset\augmented\ด้วยสัตย์สาบานแห่งพระแม่กิ้งก่า กูขอสาบานว่า_none_734_light_none.wav,0.0,1.8368125,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ด้วยสัตย์สาบานแห่งพระแม่กิ้งก่า กูขอสาบานว่า.wav
dataset\augmented\ทายคำเย็ดแม่_none_735_light_none.wav,0.0,8.3890625,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ทายคำเย็ดแม่.wav
dataset\augmented\เอ๊ย เป็นเหี้ยไรวะกูถามจริง_none_736_nan.wav,0.0,0.25775,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav
dataset\augmented\บิวพูดควย_none_737_nan.wav,0.0,1.9846875,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\บิวพูดควย.wav
dataset\augmented\กายพูดกูรัวๆ_none_738_nan.wav,0.0,0.0931875,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กายพูดกูรัวๆ.wav
dataset\augmented\ทายคำเย็ดแม่_none_739_nan.wav,0.0,13.5810625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ทายคำเย็ดแม่.wav
dataset\augmented\อย่าทำเหมือนกูไม่มีตัวตนนะ เย็ดแม่_เย็ด_740_medium.wav,0.0,0.081875,เย็ด,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อย่าทำเหมือนกูไม่มีตัวตนนะ เย็ดแม่.wav
dataset\augmented\Janพูดถึงอาท_เย็ด_741_nan.wav,0.0,0.104125,เย็ด,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\Janพูดถึงอาท.wav
dataset\augmented\คนดีห้ามเพื่อน_none_742_nan.wav,0.0,1.1145625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\คนดีห้ามเพื่อน.wav
dataset\augmented\ก็มาดิสะไอ้สัสเป็นเหี้ยไรวะ_สวะ_743_medium.wav,0.0,0.383125,สวะ,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ก็มาดิสะไอ้สัสเป็นเหี้ยไรวะ.wav
dataset\augmented\โต้งไล่หมา_มึง_744_nan.wav,0.0,0.1805625,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\โต้งไล่หมา.wav
dataset\augmented\กายพูดกูรัวๆ_none_745_nan.wav,0.0,5.5670625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กายพูดกูรัวๆ.wav
dataset\augmented\คือมึงไม่ฉลาดหรอวะ_none_746_nan.wav,0.0,1.03225,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\คือมึงไม่ฉลาดหรอวะ.wav
dataset\augmented\กาลครั้งมีไอ้สวะตัวหนึ่ง_หี_747_medium.wav,0.0,0.1865,หี,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กาลครั้งมีไอ้สวะตัวหนึ่ง.wav
dataset\augmented\Janพูดถึงอาท_ควย_748_medium.wav,0.0,0.4259375,ควย,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\Janพูดถึงอาท.wav
dataset\augmented\โอ๊ยเย็ดเป็ดหีแม่มึงร่วง_none_749_light_none.wav,0.0,1.153,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\โอ๊ยเย็ดเป็ดหีแม่มึงร่วง.wav
dataset\augmented\เธอทำตัวเหมือนสวะที่ไม่มีเป้าหมายในชีวิต_none_750_nan.wav,0.0,1.9595625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เธอทำตัวเหมือนสวะที่ไม่มีเป้าหมายในชีวิต.wav
dataset\augmented\โอ๊ยเย็ดเป็ดหีแม่มึงร่วง_หี_751_medium.wav,0.0,0.1819375,หี,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\โอ๊ยเย็ดเป็ดหีแม่มึงร่วง.wav
dataset\augmented\คนดีห้ามเพื่อน_กู_752_nan.wav,0.0,0.1645,กู,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\คนดีห้ามเพื่อน.wav
dataset\augmented\อาทโดนFBI_เย็ด_753_nan.wav,0.0,0.17025,เย็ด,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อาทโดนFBI.wav
dataset\augmented\เช้านี้สดใส_มึง_754_light.wav,0.0,0.2018125,มึง,True,light,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เช้านี้สดใส.wav
dataset\augmented\เข้ามาเลยไอ้พวกเด็กเปรต กูคนนี้จะลงทัณฑ์เอง_none_755_nan.wav,0.0,2.80775,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เข้ามาเลยไอ้พวกเด็กเปรต กูคนนี้จะลงทัณฑ์เอง.wav
dataset\augmented\พิ้งค์ด่าหนัง_มึง_756_nan.wav,0.0,0.273,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\พิ้งค์ด่าหนัง.wav
dataset\augmented\เดินตกท่อ_none_757_nan.wav,0.0,2.2105,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เดินตกท่อ.wav
dataset\augmented\โอเค ฟังดีๆนะมึง พ่อของมึงเสียแล้ว_none_758_nan.wav,0.0,1.1184375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\โอเค ฟังดีๆนะมึง พ่อของมึงเสียแล้ว.wav
dataset\augmented\ไอ้เด็กนี่มันอยากมีปัญหากับกูแล้วสินะ_none_759_nan.wav,0.0,0.943625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ไอ้เด็กนี่มันอยากมีปัญหากับกูแล้วสินะ.wav
dataset\augmented\อาทโดนFBI_เย็ด_760_medium.wav,0.0,0.17025,เย็ด,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อาทโดนFBI.wav
dataset\augmented\เย็ดแม่มึงคิดยังไงถึงทำอย่างนี้_เย็ด_761_medium.wav,0.0,0.1685625,เย็ด,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เย็ดแม่มึงคิดยังไงถึงทำอย่างนี้.wav
dataset\augmented\เจ็บคอมาสองวันเพราะฝุ่น_หี_762_medium.wav,0.0,0.2524375,หี,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\เจ็บคอมาสองวันเพราะฝุ่น.wav
dataset\augmented\เลสเบี้ยน_none_763_nan.wav,0.0,0.919125,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เลสเบี้ยน.wav
dataset\augmented\บัวด่านัท_none_764_light_none.wav,0.0,0.547125,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\บัวด่านัท.wav
dataset\augmented\บารมีมารดา_มึง_765_nan.wav,0.0,0.319625,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\บารมีมารดา.wav
dataset\augmented\Janพูดถึงอาท_none_766_nan.wav,0.0,17.0514375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\Janพูดถึงอาท.wav
dataset\augmented\หีหอมพ่อง_none_767_nan.wav,0.0,0.2656875,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\หีหอมพ่อง.wav
dataset\augmented\ค่ายเหี้ย_กู_768_nan.wav,0.0,0.084375,กู,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\ค่ายเหี้ย.wav
dataset\augmented\อั้มด่าแหลก_เหี้ย_769_nan.wav,0.0,0.2385625,เหี้ย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อั้มด่าแหลก.wav
dataset\augmented\เอ๊ย เป็นเหี้ยไรวะกูถามจริง_หี_770_nan.wav,0.0,0.15025,หี,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav
dataset\augmented\เลสเบี้ยน_แตด_771_nan.wav,0.0,0.1225,แตด,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เลสเบี้ยน.wav
dataset\augmented\จะว่าไปแล้วมึงติดเงินกูอยู่50อะดิฟ_none_772_light_none.wav,0.0,0.5401875,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\จะว่าไปแล้วมึงติดเงินกูอยู่50อะดิฟ.wav
dataset\augmented\กายพูดกูรัวๆ_none_773_nan.wav,0.0,0.10675,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กายพูดกูรัวๆ.wav
dataset\augmented\อาทโดนFBI_none_774_nan.wav,0.0,4.4850625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อาทโดนFBI.wav
dataset\augmented\Janพูดถึงอาท_เย็ด_775_nan.wav,0.0,0.0745,เย็ด,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\Janพูดถึงอาท.wav
dataset\augmented\เลสเบี้ยน_หี_776_nan.wav,0.0,0.213375,หี,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เลสเบี้ยน.wav
dataset\augmented\Janพูดถึงอาท_เย็ด_777_medium.wav,0.0,0.1128125,เย็ด,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\Janพูดถึงอาท.wav
dataset\augmented\เอ๊ย เป็นเหี้ยไรวะกูถามจริง_หี_778_nan.wav,0.0,0.1740625,หี,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav
dataset\augmented\คนดีห้ามเพื่อน_none_779_nan.wav,0.0,1.7294375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\คนดีห้ามเพื่อน.wav
dataset\augmented\คอมโครตดี_สวะ_780_nan.wav,0.0,0.4045625,สวะ,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\คอมโครตดี.wav
dataset\augmented\แตด (โบท)_แตด_781_heavy.wav,0.0,1.73,แตด,True,heavy,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\single\แตด\แตด (โบท).wav
dataset\augmented\พิ้งค์ด่าหนัง_none_782_light_none.wav,0.0,2.231625,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\พิ้งค์ด่าหนัง.wav
dataset\augmented\พิ้งค์ด่าหนัง_มึง_783_nan.wav,0.0,0.281625,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\พิ้งค์ด่าหนัง.wav
dataset\augmented\กายพูดกูรัวๆ_มึง_784_nan.wav,0.0,0.1770625,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กายพูดกูรัวๆ.wav
dataset\augmented\อาทโดนFBI_none_785_nan.wav,0.0,4.3775,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อาทโดนFBI.wav
dataset\augmented\กายพูดกูรัวๆ_none_786_nan.wav,0.0,0.093375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กายพูดกูรัวๆ.wav
dataset\augmented\นิสัยควยๆแบบนี้_ควย_787_medium.wav,0.0,0.227375,ควย,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\นิสัยควยๆแบบนี้.wav
dataset\augmented\ไอ้อาร์ตพูดเหี้ย_none_788_nan.wav,0.0,0.5140625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ไอ้อาร์ตพูดเหี้ย.wav
dataset\augmented\เดินตกท่อ_none_789_nan.wav,0.0,2.2533125,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เดินตกท่อ.wav
dataset\augmented\ดูถูกหีไม่มีวันเจริญ_none_790_nan.wav,0.0,0.557375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ดูถูกหีไม่มีวันเจริญ.wav
dataset\augmented\เอ๊ย เป็นเหี้ยไรวะกูถามจริง_ควย_791_nan.wav,0.0,0.121125,ควย,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav
dataset\augmented\เออใช่ กูเห็นไอกายมันลงสตอรี่ ชวนสาวมาดูแมวที่_none_792_light_none.wav,0.0,2.19,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เออใช่ กูเห็นไอกายมันลงสตอรี่ ชวนสาวมาดูแมวที่.wav
dataset\augmented\พิ้งค์ด่าหนัง_none_793_light_none.wav,0.0,0.2715,none,True,light_none,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\พิ้งค์ด่าหนัง.wav
dataset\augmented\สวะ (โบท)_สวะ_794_nan.wav,0.0,1.91,สวะ,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\single\สวะ\สวะ (โบท).wav
dataset\augmented\Janพูดถึงอาท_ควย_795_medium.wav,0.0,0.205125,ควย,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\Janพูดถึงอาท.wav
dataset\augmented\เลสเบี้ยน_เย็ด_796_medium.wav,0.0,0.0779375,เย็ด,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เลสเบี้ยน.wav
dataset\augmented\เย็ดแม่ มึงไม่แคร์อะไรเลยใช่ไหมอ่ะ_เย็ด_797_medium.wav,0.0,0.087,เย็ด,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เย็ดแม่ มึงไม่แคร์อะไรเลยใช่ไหมอ่ะ.wav
dataset\augmented\เย็ดแม่ รู้ไหมว่าสิ่งนี้มันทำให้กูเสียใจแค่ไหนอ่ะ_กู_798_nan.wav,0.0,0.1066875,กู,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เย็ดแม่ รู้ไหมว่าสิ่งนี้มันทำให้กูเสียใจแค่ไหนอ่ะ.wav
dataset\augmented\พิ้งค์ด่าหนัง_none_799_nan.wav,0.0,1.513,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\พิ้งค์ด่าหนัง.wav
dataset\augmented\กายพูดกูรัวๆ_none_800_nan.wav,0.0,3.4565,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กายพูดกูรัวๆ.wav
dataset\augmented\บารมีมารดา_หี_801_medium.wav,0.0,0.3256875,หี,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\บารมีมารดา.wav
dataset\augmented\คือมึงไม่ฉลาดหรอวะ_แตด_802_heavy.wav,0.0,0.1149375,แตด,True,heavy,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\คือมึงไม่ฉลาดหรอวะ.wav
dataset\augmented\เมื่อวานเว้ยกูเห็นมึงกับไอกิตอะไปทำอะไรที่หลังซอย_none_803_nan.wav,0.0,1.28725,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เมื่อวานเว้ยกูเห็นมึงกับไอกิตอะไปทำอะไรที่หลังซอย.wav
dataset\augmented\กล้าดียังไงมาแตะคนรัก_หี_804_nan.wav,0.0,0.2183125,หี,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\กล้าดียังไงมาแตะคนรัก.wav
dataset\augmented\บารมีมารดา_มึง_805_nan.wav,0.0,0.16125,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\บารมีมารดา.wav
dataset\augmented\ควย มึงทำแบบนี้คนจะมองว่าเป็นคนไร้ความรับผิดชอบนะ_none_806_nan.wav,0.0,0.0225625,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\ควย มึงทำแบบนี้คนจะมองว่าเป็นคนไร้ความรับผิดชอบนะ.wav
dataset\augmented\เอ๊ย เป็นเหี้ยไรวะกูถามจริง_สวะ_807_nan.wav,0.0,0.301,สวะ,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\เอ๊ย เป็นเหี้ยไรวะกูถามจริง.wav
dataset\augmented\Janพูดถึงอาท_none_808_nan.wav,0.0,14.2274375,none,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\Janพูดถึงอาท.wav
dataset\augmented\พิ้งค์ด่าหนัง_มึง_809_nan.wav,0.0,0.24775,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\พิ้งค์ด่าหนัง.wav
dataset\augmented\โอ๊ย เย็ดแม่ เจ็บชิบหาย_เย็ด_810_nan.wav,0.0,0.1375,เย็ด,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\noise\โอ๊ย เย็ดแม่ เจ็บชิบหาย.wav
dataset\augmented\มึง (โบท)_มึง_811_nan.wav,0.0,2.17,มึง,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\single\มึง\มึง (โบท).wav
dataset\augmented\เย็ด (เบลล์)_เย็ด_812_nan.wav,0.0,1.87,เย็ด,True,,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\single\เย็ด\เย็ด (เบลล์).wav
dataset\augmented\นี่มันจะเกินไปแล้วนะไอเย็ดแม่_เย็ด_813_medium.wav,0.0,0.1026875,เย็ด,True,medium,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\นี่มันจะเกินไปแล้วนะไอเย็ดแม่.wav
dataset\augmented\อาทโดนFBI_กู_814_light.wav,0.0,0.299125,กู,True,light,C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\us\clear\อาทโดนFBI.wav
